Frame,Grasper,Bipolar,Hook,Scissors,Clipper,Irrigator,SpecimenBag
0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0
625,1,0,0,0,0,0,0
650,1,0,0,0,0,0,0
675,1,0,0,0,0,0,0
700,1,0,0,0,0,0,0
725,1,0,0,0,0,0,0
750,1,0,0,0,0,0,0
775,1,0,0,0,0,0,0
800,1,0,0,0,0,0,0
825,1,0,0,0,0,0,0
850,1,0,0,0,0,0,0
875,1,0,0,0,0,0,0
900,1,0,0,0,0,0,0
925,1,0,0,0,0,0,0
950,1,0,0,0,0,0,0
975,1,0,0,0,0,0,0
1000,1,0,0,0,0,0,0
1025,1,0,0,0,0,0,0
1050,1,0,0,0,0,0,0
1075,1,0,0,0,0,0,0
1100,1,0,0,0,0,0,0
1125,1,0,0,0,0,0,0
1150,1,0,0,0,0,0,0
1175,1,0,0,0,0,0,0
1200,1,0,0,0,0,0,0
1225,1,0,0,0,0,0,0
1250,1,0,0,0,0,0,0
1275,1,0,0,0,0,0,0
1300,1,0,0,0,0,0,0
1325,1,0,0,0,0,0,0
1350,1,0,0,0,0,0,0
1375,1,0,0,0,0,0,0
1400,1,0,0,0,0,0,0
1425,1,0,0,0,0,0,0
1450,1,0,0,0,0,0,0
1475,1,0,0,0,0,0,0
1500,1,0,0,0,0,0,0
1525,1,0,0,0,0,0,0
1550,1,0,0,0,0,0,0
1575,1,0,0,0,0,0,0
1600,1,0,0,0,0,0,0
1625,1,0,0,0,0,0,0
1650,1,0,0,0,0,0,0
1675,1,0,0,0,0,0,0
1700,1,0,0,0,0,0,0
1725,1,0,0,0,0,0,0
1750,1,0,0,0,0,0,0
1775,1,0,0,0,0,0,0
1800,1,0,0,0,0,0,0
1825,1,0,0,0,0,0,0
1850,1,0,0,0,0,0,0
1875,1,0,0,0,0,0,0
1900,1,0,0,0,0,0,0
1925,1,0,0,0,0,0,0
1950,1,0,0,0,0,0,0
1975,1,0,0,0,0,0,0
2000,1,0,0,0,0,0,0
2025,1,0,0,0,0,0,0
2050,1,0,0,0,0,0,0
2075,1,0,0,0,0,0,0
2100,0,0,0,0,0,0,0
2125,0,0,0,0,0,0,0
2150,0,0,0,0,0,0,0
2175,0,0,0,0,0,0,0
