Frame,Phase
0,0
25,0
50,0
75,0
100,0
125,0
150,0
175,0
200,0
225,0
250,0
275,0
300,0
325,0
350,0
375,0
400,0
425,0
450,0
475,0
500,0
525,0
550,0
575,0
600,0
625,0
650,0
675,0
700,0
725,0
750,0
775,0
800,0
825,0
850,0
875,0
900,0
925,0
950,0
975,0
1000,0
1025,0
1050,0
1075,0
1100,0
1125,0
1150,0
1175,0
1200,0
1225,0
1250,0
1275,0
1300,0
1325,0
1350,0
1375,0
1400,0
1425,0
1450,0
1475,0
1500,0
1525,0
1550,0
1575,0
1600,0
1625,0
1650,0
1675,0
1700,0
1725,0
1750,0
1775,0
1800,0
1825,0
1850,0
1875,0
1900,0
1925,0
1950,0
1975,0
2000,0
2025,0
2050,0
2075,0
2100,0
2125,0
2150,0
2175,0
2200,0
2225,0
2250,0
2275,0
2300,0
2325,0
2350,0
2375,0
2400,0
2425,0
2450,0
2475,0
2500,0
2525,0
2550,0
2575,0
2600,0
2625,0
2650,0
2675,0
2700,0
2725,0
2750,0
2775,0
2800,0
2825,0
2850,0
2875,0
2900,0
2925,0
2950,0
2975,0
3000,0
3025,0
3050,0
3075,0
3100,0
3125,0
3150,0
3175,0
3200,0
3225,0
3250,0
3275,0
3300,0
3325,0
3350,0
3375,0
3400,0
3425,0
3450,0
3475,0
3500,0
3525,0
3550,0
3575,0
3600,1
3625,1
3650,1
3675,1
3700,1
3725,1
3750,1
3775,1
3800,1
3825,1
3850,1
3875,1
3900,1
3925,1
3950,1
3975,1
4000,1
4025,1
4050,1
4075,1
4100,1
4125,1
4150,1
4175,1
4200,1
4225,1
4250,1
4275,1
4300,1
4325,1
4350,1
4375,1
4400,1
4425,1
4450,1
4475,1
4500,1
4525,1
4550,1
4575,1
4600,1
4625,1
4650,1
4675,1
4700,1
4725,1
4750,1
4775,1
4800,1
4825,1
4850,1
4875,1
4900,1
4925,1
4950,1
4975,1
5000,1
5025,1
5050,1
5075,1
5100,1
5125,1
5150,1
5175,1
5200,1
5225,1
5250,1
5275,1
5300,1
5325,1
5350,1
5375,1
5400,1
5425,1
5450,1
5475,1
5500,1
5525,1
5550,1
5575,1
5600,1
5625,1
5650,1
5675,1
5700,1
5725,1
5750,1
5775,1
5800,1
5825,1
5850,1
5875,1
5900,1
5925,1
5950,1
5975,1
6000,1
6025,1
6050,1
6075,1
6100,1
6125,1
6150,1
6175,1
6200,1
6225,1
6250,1
6275,1
6300,1
6325,1
6350,1
6375,1
6400,1
6425,1
6450,1
6475,1
6500,1
6525,1
6550,1
6575,1
6600,1
6625,1
6650,1
6675,1
6700,1
6725,1
6750,1
6775,1
6800,1
6825,1
6850,1
6875,1
6900,1
6925,1
6950,1
6975,1
7000,1
7025,1
7050,1
7075,1
7100,1
7125,1
7150,1
7175,1
7200,1
7225,1
7250,1
7275,1
7300,1
7325,1
7350,1
7375,1
7400,1
7425,1
7450,1
7475,1
7500,1
7525,1
7550,1
7575,1
7600,1
7625,1
7650,1
7675,1
7700,1
7725,1
7750,1
7775,1
7800,1
7825,1
7850,1
7875,1
7900,1
7925,1
7950,1
7975,1
8000,1
8025,1
8050,1
8075,1
8100,1
8125,1
8150,1
8175,1
8200,1
8225,1
8250,1
8275,1
8300,1
8325,1
8350,1
8375,1
8400,1
8425,1
8450,1
8475,1
8500,1
8525,1
8550,1
8575,1
8600,1
8625,1
8650,1
8675,1
8700,1
8725,1
8750,1
8775,1
8800,1
8825,1
8850,1
8875,1
8900,1
8925,1
8950,1
8975,1
9000,1
9025,1
9050,1
9075,1
9100,1
9125,1
9150,1
9175,1
9200,1
9225,1
9250,1
9275,1
9300,1
9325,1
9350,1
9375,1
9400,1
9425,1
9450,1
9475,1
9500,1
9525,1
9550,1
9575,1
9600,1
9625,1
9650,1
9675,1
9700,1
9725,1
9750,1
9775,1
9800,1
9825,1
9850,1
9875,1
9900,1
9925,1
9950,1
9975,1
10000,1
10025,1
10050,1
10075,1
10100,1
10125,1
10150,1
10175,1
10200,1
10225,1
10250,1
10275,1
10300,1
10325,1
10350,1
10375,1
10400,1
10425,1
10450,1
10475,1
10500,1
10525,1
10550,1
10575,1
10600,1
10625,1
10650,1
10675,1
10700,1
10725,1
10750,1
10775,1
10800,1
10825,1
10850,1
10875,1
10900,1
10925,1
10950,1
10975,1
11000,1
11025,1
11050,1
11075,1
11100,1
11125,1
11150,1
11175,1
11200,1
11225,1
11250,1
11275,1
11300,1
11325,1
11350,1
11375,1
11400,1
11425,1
11450,1
11475,1
11500,1
11525,1
11550,1
11575,1
