Frame,Phase
0,0
25,0
50,0
75,0
100,0
125,0
150,0
175,0
200,0
225,0
250,0
275,0
300,0
325,0
350,0
375,0
400,0
425,0
450,0
475,0
500,0
525,0
550,0
575,0
600,0
625,0
650,0
675,0
700,0
725,0
750,0
775,0
800,0
825,0
850,0
875,0
900,0
925,0
950,0
975,0
1000,0
1025,0
1050,0
1075,0
1100,0
1125,0
1150,0
1175,0
1200,0
1225,0
1250,0
1275,0
1300,0
1325,0
1350,0
1375,0
1400,0
1425,0
1450,0
1475,0
1500,0
1525,0
1550,0
1575,0
1600,0
1625,1
1650,1
1675,1
1700,1
1725,1
1750,1
1775,1
1800,1
1825,1
1850,1
1875,1
1900,1
1925,1
1950,1
1975,1
2000,1
2025,1
2050,1
2075,1
2100,1
2125,1
2150,1
2175,1
2200,1
2225,1
2250,1
2275,1
2300,1
2325,1
2350,1
2375,1
2400,1
2425,1
2450,1
2475,1
2500,1
2525,1
2550,1
2575,1
2600,1
2625,1
2650,1
2675,1
2700,1
2725,1
2750,1
2775,1
2800,1
2825,1
2850,1
2875,1
2900,1
2925,1
2950,1
2975,1
3000,1
3025,1
3050,1
3075,1
3100,1
3125,1
3150,1
3175,1
3200,1
3225,1
3250,1
3275,1
3300,1
3325,1
3350,1
3375,1
3400,1
3425,1
3450,1
3475,1
3500,1
3525,1
3550,1
3575,1
3600,1
3625,1
3650,1
3675,1
3700,1
3725,1
3750,1
3775,1
3800,1
3825,1
3850,1
3875,1
3900,1
3925,1
3950,1
3975,1
4000,1
4025,1
4050,1
4075,1
4100,1
4125,1
4150,1
4175,1
4200,1
4225,1
4250,1
4275,1
4300,1
4325,1
4350,1
4375,1
4400,1
4425,1
4450,1
4475,1
4500,1
4525,1
4550,1
4575,1
4600,1
4625,1
4650,1
4675,1
4700,1
4725,1
4750,1
4775,1
4800,1
4825,1
4850,1
4875,1
4900,1
4925,1
4950,1
4975,1
5000,1
5025,1
5050,1
5075,1
5100,1
5125,1
5150,1
5175,1
5200,1
5225,1
5250,1
5275,1
5300,1
5325,1
5350,1
5375,1
5400,1
5425,1
5450,1
5475,1
5500,1
5525,1
5550,1
5575,1
5600,1
5625,1
5650,1
5675,1
5700,1
5725,1
5750,1
5775,1
5800,1
5825,1
5850,1
5875,1
5900,1
5925,1
5950,1
5975,1
6000,1
6025,1
6050,1
6075,1
6100,2
6125,2
6150,2
6175,2
6200,2
6225,2
6250,2
6275,2
6300,2
6325,2
6350,2
6375,2
6400,2
6425,2
6450,2
6475,2
6500,2
6525,2
6550,2
6575,2
6600,2
6625,2
6650,2
6675,2
6700,2
6725,2
6750,2
6775,2
6800,2
6825,2
6850,2
6875,2
6900,2
6925,2
6950,2
6975,2
7000,2
7025,2
7050,2
7075,2
7100,2
7125,2
7150,2
7175,2
7200,2
7225,2
7250,2
7275,2
7300,2
7325,2
7350,2
7375,2
7400,2
7425,2
7450,2
7475,2
7500,2
7525,2
7550,2
7575,2
7600,2
7625,2
7650,2
7675,2
7700,2
7725,2
7750,2
7775,2
7800,2
7825,2
7850,2
7875,2
7900,2
7925,2
7950,2
7975,2
8000,2
8025,2
8050,2
8075,2
8100,2
8125,2
8150,2
8175,2
8200,2
8225,2
8250,2
8275,2
8300,2
8325,2
8350,2
8375,2
8400,2
8425,2
8450,2
8475,2
8500,2
8525,2
8550,2
8575,2
8600,2
8625,2
8650,2
8675,2
8700,2
8725,2
8750,2
8775,2
8800,2
8825,2
8850,2
8875,2
8900,2
8925,2
8950,2
8975,2
9000,2
9025,2
9050,2
9075,2
9100,2
9125,2
9150,2
9175,2
9200,2
9225,2
9250,2
9275,2
9300,2
9325,2
9350,2
9375,2
9400,2
9425,2
9450,2
9475,2
9500,2
9525,2
9550,2
9575,2
9600,2
9625,2
9650,2
9675,2
9700,2
9725,2
9750,2
9775,2
9800,2
9825,2
9850,2
9875,2
9900,2
9925,2
9950,2
9975,2
10000,2
10025,2
10050,2
10075,2
10100,2
10125,2
10150,2
10175,2
10200,2
10225,2
10250,2
10275,2
10300,2
10325,2
10350,2
10375,2
10400,2
10425,2
10450,2
10475,2
10500,2
10525,2
10550,2
10575,2
10600,2
10625,2
10650,2
10675,2
10700,2
10725,2
10750,2
10775,2
10800,2
10825,2
10850,2
10875,2
10900,2
10925,2
10950,2
10975,2
11000,2
11025,2
11050,2
11075,2
11100,2
11125,2
11150,2
11175,2
11200,2
11225,2
11250,2
11275,2
11300,2
11325,2
11350,2
11375,2
11400,2
11425,2
11450,2
11475,2
11500,3
11525,3
11550,3
11575,3
