Frame,Grasper,Bipolar,Hook,Scissors,Clipper,Irrigator,SpecimenBag
0,1,0,1,0,0,0,0
25,1,0,1,0,0,0,0
50,1,0,1,0,0,0,0
75,1,0,1,0,0,0,0
100,1,0,1,0,0,0,0
125,1,0,1,0,0,0,0
150,1,0,1,0,0,0,0
175,1,0,1,0,0,0,0
200,1,0,1,0,0,0,0
225,1,0,1,0,0,0,0
250,1,0,1,0,0,0,0
275,1,0,1,0,0,0,0
300,1,0,1,0,0,0,0
325,1,0,1,0,0,0,0
350,1,0,1,0,0,0,0
375,1,0,1,0,0,0,0
400,1,0,1,0,0,0,0
425,1,0,1,0,0,0,0
450,1,0,1,0,0,0,0
475,1,0,1,0,0,0,0
500,1,0,1,0,0,0,0
525,1,0,1,0,0,0,0
550,1,0,1,0,0,0,0
575,1,0,1,0,0,0,0
600,1,0,1,0,0,0,0
625,1,0,1,0,0,0,0
650,1,0,1,0,0,0,0
675,1,0,1,0,0,0,0
700,1,0,1,0,0,0,0
725,1,0,1,0,0,0,0
750,1,0,1,0,0,0,0
775,1,0,1,0,0,0,0
800,1,0,1,0,0,0,0
825,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0
925,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0
1025,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0
1150,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0
1275,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0
1375,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0
1450,1,0,1,0,0,0,0
1475,1,0,1,0,0,0,0
1500,1,0,1,0,0,0,0
1525,1,0,1,0,0,0,0
1550,1,0,1,0,0,0,0
1575,1,0,1,0,0,0,0
1600,1,0,1,0,0,0,0
1625,1,0,1,0,0,0,0
1650,1,0,1,0,0,0,0
1675,1,0,1,0,0,0,0
1700,1,0,1,0,0,0,0
1725,1,0,1,0,0,0,0
1750,1,0,1,0,0,0,0
1775,1,0,1,0,0,0,0
1800,1,0,1,0,0,0,0
1825,1,0,1,0,0,0,0
1850,1,0,1,0,0,0,0
1875,1,0,1,0,0,0,0
1900,1,0,1,0,0,0,0
1925,1,0,1,0,0,0,0
1950,1,0,1,0,0,0,0
1975,1,0,1,0,0,0,0
2000,1,0,1,0,0,0,0
2025,1,0,1,0,0,0,0
2050,1,0,1,0,0,0,0
2075,1,0,1,0,0,0,0
2100,1,0,1,0,0,0,0
2125,1,0,0,1,0,0,0
2150,1,0,0,1,0,0,0
2175,1,0,0,1,0,0,0
2200,1,0,0,1,0,0,0
2225,1,0,0,1,0,0,0
2250,1,0,0,1,0,0,0
2275,1,0,0,1,0,0,0
2300,1,0,0,1,0,0,0
2325,1,0,0,1,0,0,0
2350,1,0,0,1,0,0,0
2375,1,0,0,1,0,0,0
2400,1,0,0,1,0,0,0
2425,1,0,0,1,0,0,0
2450,1,0,0,1,0,0,0
2475,1,0,0,1,0,0,0
2500,1,0,0,1,0,0,0
2525,1,0,0,1,0,0,0
2550,1,0,0,1,0,0,0
2575,1,0,0,1,0,0,0
2600,1,0,0,1,0,0,0
2625,1,0,0,1,0,0,0
2650,1,0,0,1,0,0,0
2675,1,0,0,0,0,0,0
2700,1,0,0,0,0,0,0
2725,1,0,0,0,0,0,0
2750,1,0,0,0,0,0,0
2775,1,0,0,0,0,0,0
2800,1,0,0,0,0,0,0
2825,1,0,0,0,0,0,0
2850,1,0,0,0,0,0,0
2875,1,0,0,0,0,0,0
2900,1,0,0,0,0,0,0
2925,1,0,0,0,0,0,0
2950,1,0,0,0,0,0,0
2975,1,0,0,0,0,0,0
3000,1,0,0,0,0,0,0
3025,1,0,0,0,0,0,0
3050,1,0,0,0,0,0,0
3075,1,0,0,0,0,0,0
3100,1,0,0,0,0,0,0
3125,1,0,0,0,0,0,0
3150,1,0,0,0,0,0,0
3175,1,0,0,0,0,0,0
3200,1,0,0,0,0,0,0
3225,1,0,0,0,0,0,0
3250,1,0,0,0,0,0,0
3275,1,0,0,0,0,0,0
3300,1,0,0,0,0,0,0
3325,1,0,0,0,0,0,0
3350,1,0,0,0,0,0,0
3375,1,0,0,0,0,0,0
3400,1,0,0,0,0,0,0
3425,1,0,0,0,0,0,0
3450,1,0,0,0,0,0,0
3475,1,0,0,0,0,0,0
3500,1,0,1,0,0,0,0
3525,1,0,1,0,0,0,0
3550,1,0,1,0,0,0,0
3575,1,0,1,0,0,0,0
3600,1,0,1,0,0,0,0
3625,1,0,1,0,0,0,0
3650,1,0,1,0,0,0,0
3675,1,0,1,0,0,0,0
3700,1,0,1,0,0,0,0
3725,1,0,1,0,0,0,0
3750,1,0,1,0,0,0,0
3775,1,0,1,0,0,0,0
3800,1,0,1,0,0,0,0
3825,1,0,1,0,0,0,0
3850,1,0,1,0,0,0,0
3875,1,0,1,0,0,0,0
3900,1,0,1,0,0,0,0
3925,1,0,1,0,0,0,0
3950,1,0,1,0,0,0,0
3975,1,0,1,0,0,0,0
4000,1,0,1,0,0,0,0
4025,1,0,1,0,0,0,0
4050,1,0,1,0,0,0,0
4075,1,0,1,0,0,0,0
4100,1,0,1,0,0,0,0
4125,1,0,1,0,0,0,0
4150,1,0,1,0,0,0,0
4175,1,0,1,0,0,0,0
4200,1,0,1,0,0,0,0
4225,1,0,1,0,0,0,0
4250,1,0,1,0,0,0,0
4275,1,0,1,0,0,0,0
4300,1,0,1,0,0,0,0
4325,1,0,1,0,0,0,0
4350,0,0,0,0,0,1,0
4375,0,0,0,0,0,1,0
4400,0,0,0,0,0,1,0
4425,0,0,0,0,0,1,0
4450,0,0,0,0,0,1,0
4475,0,0,0,0,0,1,0
4500,0,0,0,0,0,1,0
4525,0,0,0,0,0,1,0
4550,0,0,0,0,0,1,0
4575,0,0,0,0,0,1,0
4600,0,0,0,0,0,1,0
4625,0,0,0,0,0,1,0
4650,0,0,0,0,0,1,0
4675,0,0,0,0,0,1,0
4700,0,0,0,0,0,1,0
4725,0,0,0,0,0,1,0
4750,0,0,0,0,0,1,0
4775,0,0,0,0,0,1,0
4800,0,0,0,0,0,1,0
4825,0,0,0,0,0,1,0
4850,0,0,0,0,0,1,0
4875,0,0,0,0,0,1,0
4900,1,0,1,0,0,0,0
4925,1,0,1,0,0,0,0
4950,1,0,1,0,0,0,0
4975,1,0,1,0,0,0,0
5000,1,0,1,0,0,0,0
5025,1,0,1,0,0,0,0
5050,1,0,1,0,0,0,0
5075,1,0,1,0,0,0,0
5100,1,0,1,0,0,0,0
5125,1,0,1,0,0,0,0
5150,1,0,1,0,0,0,0
5175,1,0,1,0,0,0,0
5200,1,0,1,0,0,0,0
5225,1,0,1,0,0,0,0
5250,1,0,1,0,0,0,0
5275,1,0,1,0,0,0,0
5300,1,0,1,0,0,0,0
5325,1,0,1,0,0,0,0
5350,1,0,1,0,0,0,0
5375,1,0,1,0,0,0,0
5400,1,0,1,0,0,0,0
5425,1,0,1,0,0,0,0
5450,1,0,1,0,0,0,0
5475,1,0,1,0,0,0,0
5500,1,0,1,0,0,0,0
5525,1,0,1,0,0,0,0
5550,1,0,1,0,0,0,0
5575,1,0,1,0,0,0,0
5600,1,0,1,0,0,0,0
5625,1,0,1,0,0,0,0
5650,1,0,1,0,0,0,0
5675,1,0,1,0,0,0,0
5700,1,0,1,0,0,0,0
5725,1,0,1,0,0,0,0
5750,1,0,0,0,0,0,0
5775,1,0,0,0,0,0,0
5800,1,0,0,0,0,0,0
5825,1,0,0,0,0,0,0
5850,1,0,0,0,0,0,0
5875,1,0,0,0,0,0,0
5900,1,0,0,0,0,0,0
5925,1,0,0,0,0,0,0
5950,1,0,0,0,0,0,0
5975,1,0,0,0,0,0,0
6000,1,0,0,0,0,0,0
6025,1,0,0,0,0,0,0
6050,1,0,0,0,0,0,0
6075,1,0,0,0,0,0,0
6100,1,0,0,0,0,0,0
6125,1,0,0,0,0,0,0
6150,1,0,0,0,0,0,0
6175,1,0,0,0,0,0,0
6200,1,0,0,0,0,0,0
6225,1,0,0,0,0,0,0
6250,1,0,0,0,0,0,0
6275,1,0,0,0,0,0,0
6300,1,0,0,0,0,0,0
6325,1,0,0,0,0,0,0
